20	35		35
8	31		35
29	43		38
18	39		36
19	47		91
31	24		34
38	50		16
33	21		31
2	27		40
1	12		78
26	20		70
20	33		49
15	46		36
20	26		45
17	19		15
15	12		27
5	30		44
13	40		43
38	5		42
9	40		38
